tweetid,favorite,retweet,screen_name,inserted_at,https,Export,Import,U.S,US,America,Saudi Arabia,oil,refin,futures,higher,lower,record,new,euro,dollar,europe,demand,supply,tax,output,rise,fall,increa,decrea,rig,brent,wti,crude,cushing,+,-,add,down,up,drop,jump,opec,iran,iraq,libya,trump,cut,pump,soft,asia,china,petrochem,resum,shipments,Strength,Direction,Sentiment,Category,Factor,,,,
8.4271E+17,2,0,mscullion,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.4271E+17,5,3,Ole_S_Hansen,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42709E+17,1,4,StockBoardAsset,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42708E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42708E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42708E+17,0,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42708E+17,0,1,JaroGiesbrecht,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42707E+17,0,0,TSTEnergy,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42706E+17,8,18,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42706E+17,0,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42706E+17,0,2,StuartLWallace,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1.25,0,0,0,-1.25,,,,
8.42705E+17,7,4,StuartLWallace,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42705E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42704E+17,0,2,renewableworks,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42704E+17,2,2,LisaOFScotts,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0.5,0,0,0,0,0,0,2.5,-0.022727273,-0.056818182,0,-2.5,,,,
8.42704E+17,4,7,matthewmreed,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42704E+17,0,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42702E+17,2,1,WayneGeff,3/18/2017 19:29,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-0.045454545,-0.045454545,0,-1,,,,
8.42702E+17,3,5,LisaOFScotts,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42702E+17,1,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42701E+17,2,0,tchiling,3/18/2017 19:29,0.25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42701E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.427E+17,0,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.427E+17,1,0,LisaOFScotts,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.022727273,0.045454545,1,2,,,,
8.427E+17,0,0,peteroferiksson,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.427E+17,2,9,PetroleumEcon,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42699E+17,0,12,BloombergNRG,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42697E+17,1,0,TheEnergyTrader,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42697E+17,0,0,EnergyBasis,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42695E+17,5,7,TankerTrackers,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42693E+17,0,0,peteroferiksson,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.113636364,0.142045455,1,1.25,,,,
8.42693E+17,3,1,EnergyBasis,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42693E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42693E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42693E+17,0,0,AlexisAshi,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42693E+17,1,2,bwingfield,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42692E+17,2,3,EnergyBasis,3/18/2017 19:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42692E+17,5,1,EnergyBasis,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.42692E+17,0,1,TeleTraderNews,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42692E+17,2,4,EnergyBasis,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42692E+17,6,13,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42692E+17,4,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-0.068181818,-0.068181818,0,-1,,,,
8.42691E+17,5,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42689E+17,0,0,Macromob,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42689E+17,4,5,TradersCave,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42685E+17,4,1,R_Zandi,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42684E+17,3,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42684E+17,0,0,BillBraunig,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.113636364,0.113636364,1,1,,,,
8.42683E+17,3,1,R_Zandi,3/18/2017 19:29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,0.045454545,1,1,,,,
8.42683E+17,0,0,InfinitusCap,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42683E+17,1,0,R_Zandi,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42683E+17,0,0,R_Zandi,3/18/2017 19:29,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42682E+17,0,1,R_Zandi,3/18/2017 19:29,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42682E+17,0,0,R_Zandi,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545,0.045454545,1,1,,,,
8.42682E+17,0,0,R_Zandi,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42681E+17,8,14,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42681E+17,0,0,peteroferiksson,3/18/2017 19:29,0.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.4268E+17,1,4,BloombergNRG,3/18/2017 19:29,0.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.4268E+17,0,1,warburg100,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.75,0,0,0,-1.75,,,,
8.42679E+17,1,2,RobPale,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42678E+17,8,5,curtmelonopoly,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42677E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42677E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42674E+17,0,2,AlexisAshi,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42671E+17,18,37,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.4267E+17,1,0,Raff_Perf,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42668E+17,0,0,dr_malageli,3/18/2017 19:29,0.25,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42667E+17,2,0,PetroleumEcon,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42664E+17,0,0,peteroferiksson,3/18/2017 19:29,0.25,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42664E+17,5,2,BloombergNRG,3/18/2017 19:29,0.25,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42662E+17,3,0,chigrl,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42662E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1.25,-0.045454545,-0.056818182,0,-1.25,,,,
8.42661E+17,0,0,TuscaloosaEnSvc,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42661E+17,0,0,mscullion,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1.25,-0.045454545,-0.056818182,0,-1.25,,,,
8.4266E+17,0,0,BatsonandCo,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.4266E+17,1,1,AlexisAshi,3/18/2017 19:29,0.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42659E+17,0,1,peteroferiksson,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42659E+17,2,1,SissiBellomo,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.42658E+17,8,11,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.42657E+17,0,5,chigrl,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1.25,0,0,0,-1.25,,,,
8.42657E+17,2,15,alwasatengnews,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42657E+17,1,4,ckazok,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42656E+17,1,1,chigrl,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42656E+17,1,0,R_Zandi,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42656E+17,0,0,R_Zandi,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42656E+17,3,3,chigrl,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42655E+17,1,0,NicoLongShort,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.045454545,-0.045454545,0,-1,,,,
8.42653E+17,2,3,R_Zandi,3/18/2017 19:29,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
